"lon","lat","species"
-92.480675,18.388436,1
-92.081455,18.098189,1
-92.114639,18.148025,1
-92.478808,18.401347,1
-92.490722,18.401,1
-55.039806,-2.186083,1
-92.477639,18.403972,1
-92.5693,18.3784,1
-92.480972,18.388444,1
-92.692581,18.481899,1
-92.584722,18.37825,1
-99.191389,18.584722,1
-92.569139,18.378111,1
-92.5915,18.3456,1
-99.238889,18.555,1
-99.191389,18.584722,1
-92.584914,18.3785,1
-92.483028,18.40175,1
-92.584914,18.3785,1
-92.484055,18.364472,1
-91.377783,17.748833,1
-92.338669,18.230457,1
-99.189167,18.524444,1
-92.443336,18.111658,1
-92.382507,18.097879,1
-92.48251,18.401519,1
-92.363205,18.213957,1
-99.3775,18.701111,1
-92.220299,18.448425,1
-92.4891,18.3995,1
-92.078505,18.096328,1
-92.417274,18.211743,1
-92.477789,18.404139,1
-92.48251,18.401519,1
-92.414917,18.361313,1
-92.280548,18.120085,1
-92.477639,18.403972,1
-92.48251,18.401519,1
-92.09372,18.110387,1
-92.4735,18.4016,1
-92.444473,18.29574,1
-92.229874,18.413725,1
-92.11297,18.14661,1
-92.11297,18.14661,1
-92.481,18.388556,1
-92.279602,18.165876,1
-92.477789,18.404139,1
-92.229874,18.413725,1
-92.477789,18.404139,1
-92.08878,18.10703,1
-76.19,-6.55,1
-76.19,-6.55,1
-76.19,-6.55,1
-99.191389,18.584722,1
-80.33659,25.64183,1
-80.28936,25.78065,1
-80.3633,26.6846,1
-92.194015,18.519377,1
-81.8057,26.3393,1
-92.178108,18.529447,1
-60.247222,-3.396389,1
-76.53553,3.89438,1
-99.189167,18.524444,1
-99.194722,18.640556,1
-99.191389,18.584722,1
-99.238889,18.555,1
-99.333611,18.620278,1
-99.3775,18.701111,1
-55.07066,-2.101677,1
-55.07066,-2.101677,1
-55.11269,-2.113131,1
-55.11269,-2.113131,1
-55.11269,-2.113131,1
-54.72939,-1.974735,1
-54.73611,-1.980747,1
113.23,-8.13,1
113.23,-8.13,1
113.23,-8.13,1
-59.915472,-3.166028,1
-73.232898,-4.318923,1
-91.7175,17.691389,1
-81.987631,27.20004,1
-82.02346,27.48766,1
-91.82727,18.315903,1
-55.039806,-2.186083,1
-92.4725,18.4025,1
-91.01964,16.084641,1
-91.416389,17.755833,1
-92.498527,18.352135,1
-91.499267,18.324385,1
-88.261267,41.840667,1
121.28,14.48,1
121.28,14.48,1
121.28,14.48,1
120.82,15.09,1
120.82,15.09,1
107.43,-6.56,1
107.43,-6.56,1
-61.916033,-9.002556,1
-73.231773,-4.311749,1
-52.0125,-2.880833,1
-61.916033,-9.002556,1
-61.809167,-9.040833,1
-80.19556,26.45924,1
-80.22925,25.97328,1
-61.809167,-9.040833,1
-62.201861,-8.837194,1
-52.542778,-0.847222,1
-90.708055,16.578889,1
-90.759083,16.335867,1
-90.948611,16.080278,1
-91.088611,16.120555,1
-73.264161,-3.780373,1
-73.855143,-5.05252,1
136.74789,35.45332,1
-80.333758,27.323951,1
-90.939722,16.109722,1
121.1,14.66,1
121.09,14.64,1
121.11,14.68,1
121.1,14.66,1
121.13,14.73,1
-59.960556,-3.082222,1
-76.471436,3.917551,1
-76.947363,3.734657,1
-76.49228,3.88876,1
-0.18,38.99,1
-81.074229,27.382931,1
-75.20932,7.95705,1
-58.916667,-3.616111,1
-59.381111,-4.153611,1
-0.31,39.32,1
-65.761278,-2.769139,1
-90.939722,16.109722,1
-90.91,16.125833,1
-92.018305,17.729333,1
107.4178,-6.8072,1
107.4247,-6.4164,1
-91.825555,18.3725,1
-91.835,18.3225,1
-91.878055,18.340833,1
-99.166111,18.480833,1
-91.835,18.3225,1
-91.878055,18.340833,1
-91.738055,18.368333,1
-91.878055,18.340833,1
-91.862778,18.372222,1
-91.862778,18.372222,1
-75.17326,8.006644,1
-91.825555,18.3725,1
-75.10013,8.00783,1
-91.896133,17.831233,1
-91.878055,18.340833,1
-91.862778,18.372222,1
-91.738055,18.368333,1
-91.862778,18.372222,1
-91.896133,17.831233,1
-66.97726,4.02372,1
-59.828022,-3.197771,1
-76.59492,-0.383992,1
-91.878055,18.340833,1
-66.26167,4.39254,1
-91.878055,18.340833,1
-91.862778,18.372222,1
-91.862778,18.372222,1
-91.835,18.3225,1
-91.878055,18.340833,1
-91.825555,18.3725,1
-91.878055,18.340833,1
-50.035556,-6.398611,1
-50.035556,-6.398611,1
-91.862778,18.372222,1
-91.862778,18.372222,1
-91.708055,17.687778,1
-91.862778,18.372222,1
-91.878055,18.340833,1
-91.708055,17.687778,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.862778,18.372222,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.862778,18.372222,1
-91.825555,18.3725,1
-75.204311,7.961298,1
-91.835,18.3225,1
121.19,14.21,1
-91.878055,18.340833,1
-91.891917,18.346633,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.738055,18.368333,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.835,18.3225,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.825555,18.3725,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.708055,17.687778,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.891917,18.346633,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-90.775,18.758333,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.862778,18.372222,1
-91.878055,18.340833,1
125.19,14.46,1
-76.506658,3.881912,1
-76.449631,3.899014,1
72.5,18.57,1
-91.708055,17.687778,1
-91.708055,17.687778,1
-91.708055,17.687778,1
125.19,14.46,1
125.19,14.46,1
-91.708055,17.687778,1
-91.708055,17.687778,1
-91.708055,17.687778,1
-91.708055,17.687778,1
-91.708055,17.687778,1
-91.708055,17.687778,1
-91.708055,17.687778,1
121.1,14.66,1
121.13,14.73,1
121.11,14.68,1
121.09,14.65,1
121.13,14.73,1
121.1,14.66,1
121.13,14.73,1
121.09,14.64,1
121.13,14.73,1
121.11,14.68,1
121.1,14.66,1
121.13,14.73,1
121.09,14.64,1
121.11,14.68,1
121.09,14.65,1
121.1,14.66,1
121.13,14.73,1
121.11,14.68,1
121.09,14.64,1
121.09,14.65,1
121.1,14.66,1
121.09,14.65,1
121.1,14.66,1
121.1,14.66,1
121.1,14.66,1
-80.159444,26.985556,1
-80.244304,27.102535,1
-91.896133,17.831233,1
-91.896133,17.831233,1
-91.708055,17.687778,1
-91.896133,17.831233,1
-91.896133,17.831233,1
-91.716944,17.689722,1
-91.708055,17.687778,1
-82.07931,29.09773,1
-99.246389,18.555,1
-92.385555,17.450556,1
-91.708055,17.687778,1
-65.8116,18.1838,1
-91.708055,17.687778,1
-91.708055,17.687778,1
-91.708055,17.687778,1
-91.708055,17.687778,1
125.87,8.32,1
125.87,8.32,1
125.87,8.32,1
125.87,8.32,1
125.87,8.32,1
125.87,8.32,1
-91.825555,18.3725,1
-91.878055,18.340833,1
-91.835,18.3225,1
-91.878055,18.340833,1
-91.783889,18.394167,1
-91.862778,18.372222,1
-91.862778,18.372222,1
-91.738055,18.368333,1
-91.862778,18.372222,1
-91.837778,18.416389,1
-91.878055,18.340833,1
-91.783889,18.394167,1
-91.837778,18.416389,1
-91.862778,18.372222,1
-91.862778,18.372222,1
-91.878055,18.340833,1
-91.862778,18.372222,1
-75.17326,8.006644,1
-91.878055,18.340833,1
-91.878055,18.340833,1
-91.738055,18.368333,1
-91.878055,18.340833,1
-90.858333,16.258611,1
72.5,18.57,1
72.5,18.57,1
-66.100899,18.3309,1
-66.8405,17.9869,1
-66.058601,18.3841,1
-66.509399,18.0697,1
-67.114197,18.0291,1
-76.477,3.3017,1
-69.983667,-4.171,1
103.305,1.845619,1
-81.98478,27.419,1
-82.536697,35.4762,1
-81.98478,27.419,1
-82.305662,27.243845,1
-65.959602,18.187901,1
-66.048302,18.298599,1
-67.548333,-5.524722,1
-67.805833,-5.940556,1
-81.9666,27.26431,1
-81.98763,27.20004,1
-60.048056,-3.014722,1
-81.9666,27.26431,1
-81.98763,27.20004,1
-66.858101,18.062599,1
-80.66778,26.68417,1
-82.536697,35.4762,1
-81.98763,27.20004,1
-69.946982,-4.224876,1
-69.946982,-4.224876,1
-81.98763,27.20004,1
-74.779933,-0.194081,1
105.5961,-4.864783,1
-81.881767,27.224025,1
-81.4925,26.423889,1
-49.948056,-0.228889,1
-54.808333,-2.456944,1
-81.319722,26.935833,1
-80.991667,27.381389,1
-74.494667,-5.3375,1
-74.503283,-5.34555,1
-74.50865,-5.403733,1
-74.501967,-5.307817,1
-74.515183,-5.382383,1
-74.511444,-5.364472,1
-74.49435,-5.339767,1
-74.515183,-5.382383,1
-74.509467,-5.362333,1
-74.503283,-5.34555,1
-74.501617,-5.3363,1
-74.3,-5.2,1
-74.503283,-5.34555,1
-74.513333,-5.366667,1
-64.190556,-3.624444,1
-81.89398,29.36041,1
-66.154722,-2.473889,1
-53.170833,-1.741389,1
-82.023472,27.487667,1
-85.37833,32.64528,1
-81.881767,27.224025,1
-75.811944,-5.4175,1
-74.3,-5.2,1
-81.390101,28.201958,1
-74.50222,-5.341944,1
-74.50528,-5.430278,1
-74.486115,-5.337778,1
-74.405278,-5.295556,1
-74.504444,-5.268056,1
-74.49778,-5.293611,1
-82.528,35.4767,1
-64.693611,-2.288333,1
-70.221831,-3.846962,1
-81.031963,28.707576,1
-64.866111,-3.038333,1
-82.653351,27.738077,1
-69.961054,-4.188077,1
-66.348611,-2.611111,1
-69.951367,-4.200067,1
-81.66058,28.765509,1
-80.22998,25.96146,1
-80.422189,25.92548,1
-80.22182,25.78505,1
-80.32014,25.850021,1
-80.477225,25.761227,1
-80.431595,25.761293,1
-80.352778,25.768611,1
-69.953497,-4.193323,1
-69.956669,-4.193827,1
-69.953497,-4.193323,1
-69.956669,-4.193827,1
-64.800556,-3.117778,1
-80.262222,25.961694,1
-69.956669,-4.193827,1
-76.422,-3.7,1
-69.956669,-4.193827,1
-69.956669,-4.193827,1
-69.961054,-4.188077,1
-69.956669,-4.193827,1
-69.956669,-4.193827,1
-81.96063,26.97708,1
-69.957947,-4.192516,1
-69.953497,-4.193323,1
-69.953497,-4.193323,1
-66.1419,18.1833,1
-66.6558,18.3186,1
-69.957947,-4.192516,1
-75.432778,-0.993611,1
-81.881767,27.224025,1
-80.22851,25.959,1
-80.22851,25.959,1
-80.40729,25.95512,1
-80.434758,26.05967,1
-80.35495,26.123521,1
-80.2608,26.06477,1
-80.411919,25.462933,1
-64.834724,-3.063611,1
-82.281667,27.751465,1
-80.338611,25.643056,1
-80.413034,25.595922,1
-54.733334,-1.933333,1
-64.800278,-3.112222,1
-64.796944,-3.110278,1
-79.053889,43.847222,1
-69.957947,-4.192516,1
-69.961054,-4.188077,1
-81.881889,27.223861,1
-80.272222,25.8175,1
-80.29768,25.79568,1
-80.358333,26.136111,1
-80.345556,25.644444,1
-72.416667,-9.366667,1
-65.9462,18.3845,1
-70.632923,-3.768065,1
-82.347321,28.042001,1
-80.204376,26.453636,1
-80.175807,26.46822,1
-81.494277,35.031063,1
-80.19389,25.77389,1
103.7475,1.386974,1
103.8,1.366667,1
-74.533333,-8.383333,1
-74.5,-4.5833,1
-73.5,-4.5,1
-74.9167,-5.0167,1
-73.6667,-4.6667,1
-73.25,-4.3333,1
-73.6667,-4.6667,1
-74.5,-4.9167,1
-74.8833,-5,1
-74.5,-4.9167,1
-74.5,-5.0833,1
-74.5,-4.9167,1
-73.2,-3.85,1
-74.6,-8.27,1
-69.940556,-4.215278,1
-70.260379,-3.819318,1
-70.260379,-3.819318,1
-70.260379,-3.819318,1
-74.583333,-8.333333,1
-73.666667,-4.916667,1
-73.666667,-4.916667,1
-80.248889,25.870556,1
-76.445,-0.5333,1
-76.445,-0.5333,1
-76.6183,-0.39,1
-62.875833,-8.027778,1
-73.253144,-3.755657,1
-59.94803,-3.153785,1
-59.94803,-3.153785,1
-58.433333,-3.133333,1
-58.433333,-3.133333,1
-58.433333,-3.133333,1
-60.283333,-3.416667,1
-63.033333,-7.516667,1
-69.940556,-4.215278,1
-69.950341,-4.221441,1
-69.950341,-4.221441,1
-69.974226,-4.195508,1
-69.940556,-4.215278,1
-69.940556,-4.215278,1
-59.716667,-3.133333,1
-61.466667,-3.7,1
-60.633333,-3.283333,1
-65.35,-10.856667,1
-73.239669,-3.741889,1
-54.733333,-2.416667,1
-71.817697,-3.340188,1
-71.858209,-3.324422,1
-71.858209,-3.324422,1
-71.858209,-3.324422,1
-71.858209,-3.324422,1
-71.817697,-3.340188,1
-71.817697,-3.340188,1
-71.817697,-3.340188,1
-71.817697,-3.340188,1
-54.739873,-2.413969,1
-54.739873,-2.413969,1
-54.719226,-2.405034,1
-73.247222,-3.747713,1
-74.931885,-7.657676,1
-75.021645,-7.350529,1
-76.057725,-5.949659,1
-54.739873,-2.413969,1
-59.94803,-3.153785,1
-36.588155,-10.290511,1
-54.69167,-2.44167,1
-55.50833,-1.875,1
-54.69167,-2.44167,1
-64.75833,-3.40833,1
-70.04167,-4.35833,1
-59.89,-3.09,1
-66.95833,-2.725,1
-56.75833,-2.64167,1
-62.64167,-3.40833,1
-62.64167,-3.40833,1
-66.95833,-2.725,1
-60,-3.166667,1
-83.359219,10.281789,1
19.495469,19.495469,1
-75,-7.166667,1
-80.18751,25.46243,1
-80.34942,25.76211,1
-80.63122,26.14746,1
-74.931055,-7.526175,1
-80.542413,25.76145,1
-86.018949,32.418273,1
-69.940556,-4.215278,1
-52.06042,-11.92719,1
-69.74167,-4.24167,1
-69.74167,-4.24167,1
-55.50833,-1.875,1
-55.50833,-1.875,1
99.52,19.1,1
99.52,19.1,1
99.52,19.1,1
99.52,19.1,1
-74.4,-4.883333,1
-69.957947,-4.192516,1
-70.221831,-3.846962,1
-64.75,-3.4,1
-70.12471,-4.03552,1
-70.651058,-3.78549,1
